№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
81307131-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307135-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307144-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307150-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307156-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307161-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307169-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307176-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,23 616 000.00,Открытый конкурс,Закупка состоялась
81307276-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
81307286-ОК1,243411.700,Проволока (сталь),"15761587-1 Государственные закупки для ГУ """"Отдел строительства Карасайского района"""" способом открытый конкурс (Приобретение кредитного жилья гражданам, состоящим в очереди на жилье в Карасайском районе Алматинской области)",Здание,1,16 380 000.00,Открытый конкурс,Закупка состоялась
