№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80635471-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635534-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635613-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635633-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,26 152 308.70,Открытый конкурс,Закупка состоялась
80635650-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,26 217 771.30,Открытый конкурс,Закупка состоялась
80635683-ОК1,242040.100,"Фитинги для труб стальные, не литые","15550907-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа, для Заказчика (85-94 лот)",Квартира,1,26 250 502.60,Открытый конкурс,Закупка состоялась
80635729-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,26 217 771.30,Открытый конкурс,Закупка состоялась
80635770-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,26 185 040.00,Открытый конкурс,Закупка состоялась
80635789-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635812-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635823-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635834-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635876-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635888-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635895-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635905-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635915-ОК1,242040.100,"Фитинги для труб стальные, не литые",15552380-1 Приобретение трехкомнатных квартир для социально уязвимых слоев населения с правом выкупа (96-105),Квартира,1,27 494 292.00,Открытый конкурс,Закупка состоялась
80635934-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 326 137.30,Открытый конкурс,Закупка состоялась
80635968-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 391 599.90,Открытый конкурс,Закупка состоялась
80636007-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 391 599.90,Открытый конкурс,Закупка состоялась
80636029-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 391 599.90,Открытый конкурс,Закупка состоялась
80636043-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 391 599.90,Открытый конкурс,Закупка состоялась
80636074-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 489 793.80,Открытый конкурс,Закупка состоялась
80636097-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 424 331.20,Открытый конкурс,Закупка состоялась
80636106-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 424 331.20,Открытый конкурс,Закупка состоялась
80636114-ЗЦП1,242040.100,"Фитинги для труб стальные, не литые",15635879-1 Помост тяжелоатлетический олимпийский,Комплект инвентаря,2,17 812 500.00,Запрос ценовых предложений,Закупка состоялась
80636128-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 162 480.80,Открытый конкурс,Закупка состоялась
80636146-ОК1,242040.100,"Фитинги для труб стальные, не литые",15766732-1 Приобретение однокомнатных квартир для социально уязвимых слоев населения с правом выкупа,Квартира,1,15 023 666.70,Открытый конкурс,Закупка состоялась
80636170-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 227 943.40,Открытый конкурс,Закупка состоялась
80636187-ОК1,242040.100,"Фитинги для труб стальные, не литые","15553291-1 Приобретение двухкомнатных квартир для социально уязвимых слоев населения с правом выкупа(109-118), для Заказчика",Квартира,1,20 064 286.90,Открытый конкурс,Закупка состоялась
80636334-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15588976-1 Обязательное страхование работников от несчастных случаев при исполнении им трудовых (служебных) обязанностей.,Услуги по страхованию от несчастных случаев,1,15 768 958.40,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80636356-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15756547-1 Предоставление транспортных средств путем финансового лизинга,Услуги по финансовому лизингу,1,2 290 313 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80636644-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15736379-1 Услуги по финансовому лизингу,Услуги по финансовому лизингу,1,1 970 883 400.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80636666-ОК3,242040.100,"Фитинги для труб стальные, не литые","15818828-1 Многоступенчатый воздушный турбокомпрессор для ГКП ""Горводоканал""",Компрессор,1,17 857 142.85,Открытый конкурс,Закупка состоялась
80637674-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15769094-1 Услуги финансового лизинга на приобретение транспортных средств,Услуги по финансовому лизингу,1,1 959 967 400.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80638122-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15763584-1 Приобретение услуг финансового лизинга транспортных средств,Услуги по финансовому лизингу,1,1 981 378 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80638568-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80638697-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15726031-1 Государственная закупка услуг по финансовому лизингу,Услуги по финансовому лизингу,1,1 910 659 400.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80638726-ОК2,242040.100,"Фитинги для труб стальные, не литые",15828796-1 Приобретение здания ветеринарных пунктов,Здание,1,15 000 000.00,Открытый конкурс,Закупка состоялась
80638772-ЗЦП1,242040.100,"Фитинги для труб стальные, не литые",15570288-1 Работа по установке остановочного павильона,Работы по изготовлению металлических конструкций,1,24 200 000.00,Запрос ценовых предложений,Закупка состоялась
80638805-ОК2,242040.100,"Фитинги для труб стальные, не литые",15828796-1 Приобретение здания ветеринарных пунктов,Здание,1,15 000 000.00,Открытый конкурс,Закупка состоялась
80638863-ОК2,242040.100,"Фитинги для труб стальные, не литые",15828796-1 Приобретение здания ветеринарных пунктов,Здание,1,15 000 000.00,Открытый конкурс,Закупка состоялась
80639021-ОК1,242040.100,"Фитинги для труб стальные, не литые","15728277-1 Приобретение здания для ветеринарного пункта в Жанатурмысском сельском округе, Байзакского района",Здание,1,30 000 000.00,Открытый конкурс,Закупка состоялась
80639066-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80639094-ОИ2,242040.100,"Фитинги для труб стальные, не литые",15564107-1 Закуп товара щебень,Щебень,3000,25 446 420.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80639162-ОК1,242040.100,"Фитинги для труб стальные, не литые","15559526-2 Текущий ремонт системы вентиляции ""Дворца спорта""",Работы по текущему ремонту нежилых зданий/сооружений/помещений,1,73 000 000.00,Открытый конкурс,Закупка состоялась
80639188-ОК1,242040.100,"Фитинги для труб стальные, не литые","15679406-2 Работы по благоустройству: спил старых аварийных деревьев, обрезка веток, формирование крон деревьев и посадка сосен в парке города Уштобе",Работы по ремонту/благоустройству территории,1,132 573 417.00,Открытый конкурс,Закупка состоялась
80639223-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80639243-ОК1,242040.100,"Фитинги для труб стальные, не литые","15559526-2 Текущий ремонт системы вентиляции ""Дворца спорта""",Работы по текущему ремонту нежилых зданий/сооружений/помещений,1,23 925 204.46,Открытый конкурс,Закупка состоялась
80639282-ОК1,242040.100,"Фитинги для труб стальные, не литые",15679210-2 Работы по благоустройству: посадка и перенос деревьев в парке города Уштобе Каратальского района,Работы по ремонту/благоустройству территории,1,133 802 164.00,Открытый конкурс,Закупка состоялась
80639306-ЗЖ2,242040.100,"Фитинги для труб стальные, не литые",15696293-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80639387-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80639463-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80639655-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15736199-1 Услуги по финансовому лизингу на приобретение транспортных средств,Услуги по финансовому лизингу,1,2 065 287 400.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80640193-ОК1,242040.100,"Фитинги для труб стальные, не литые",15746629-1 Услуги по оказанию медицинских услуг ( подология) согласно технической спецификации.,"Услуги медицинские, оказываемые населению",1,39 643 000.00,Открытый конкурс,Закупка состоялась
80641158-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641169-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641177-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641186-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641197-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641536-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641551-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641556-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641568-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641580-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15800585-1 Приобретение жилья социально-уязвимым слоям населения Жанакорганского района,Квартира,1,16 503 183.00,Закупка жилища,Закупка состоялась
80641748-ОИ3,242040.100,"Фитинги для труб стальные, не литые",15763531-1 Услуга по предоставлению транспортных средств путем финансового лизинга,Услуги по финансовому лизингу,1,1 910 659 400.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80642636-ОИ4,242040.100,"Фитинги для труб стальные, не литые",15837510-1 Приобретении жилья в Казыгуртском районе,Здание,480,124 800 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80642650-ОИ4,242040.100,"Фитинги для труб стальные, не литые",15837510-1 Приобретении жилья в Казыгуртском районе,Здание,480,124 800 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80642758-ОИ4,242040.100,"Фитинги для труб стальные, не литые",15837510-1 Приобретении жилья в Казыгуртском районе,Здание,480,124 800 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80642868-ОК1,242040.100,"Фитинги для труб стальные, не литые",15551654-2 Декоративно-отделочные работы нежилых помещений,Работы декоративно-отделочные,1,76 495 125.00,Открытый конкурс,Закупка состоялась
80643201-ОИ4,242040.100,"Фитинги для труб стальные, не литые",15837510-1 Приобретении жилья в Казыгуртском районе,Здание,480,124 800 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80643283-ОК2,242040.100,"Фитинги для труб стальные, не литые",15642040-1 Работы декоративно отделочные,Работы декоративно-отделочные,1,22 000 000.00,Открытый конкурс,Закупка состоялась
80644045-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15621483-1 Государственные закупки для ГУ ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Работы по капитальному ремонту/реконструкции канализационных систем,1,351 271 594.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80644129-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15632735-1 Государственная закупка для ГУ ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Работы по капитальному ремонту/реконструкции канализационных систем,1,335 888 124.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80644185-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15621091-1 Государственная закупка для ГУ ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Работы по капитальному ремонту/реконструкции канализационных систем,1,498 753 654.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80644220-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15618480-1 Государственные закупки для ГУ ""Управление энергетики и жилищно-коммунального хозяйства Атырауской области""",Работы по капитальному ремонту/реконструкции канализационных систем,1,367 049 287.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80644882-ОК1,242040.100,"Фитинги для труб стальные, не литые","15548420-1 Государственные закупки для ГУ ""Отдел пассажирского транспорта и автомобильных дорог Илийского района"" способом конкурса",Работы по установке/нанесению знаков/стендов/табличек/надписей,1,20 351 174.52,Открытый конкурс,Закупка состоялась
80645355-ОК1,242040.100,"Фитинги для труб стальные, не литые",15592527-1 Административное здания с земельным участком для размещения организации образования,Здание,1,491 071 428.57,Открытый конкурс,Закупка состоялась
80645700-ОИ2,242040.100,"Фитинги для труб стальные, не литые",15586572-1 Приобретение бортового автомобиля,Автомобиль,1,15 315 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80646261-ОК1,242040.100,"Фитинги для труб стальные, не литые",15570315-1 Оформление общественных пространств при проведении Новогодних мероприятий в городе Усть-Каменогорске,"Работы по ремонту/реконструкции электрического, электрораспределительного/регулирующего оборудования и аналогичной аппаратуры",1,71 428 571.43,Открытый конкурс,Закупка состоялась
80646639-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80646659-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15566336-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80646698-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15567080-1 Закупка жилища согласно технической спецификаций,Квартира,1,20 400 000.00,Закупка жилища,Закупка состоялась
80647695-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15551062-1 Приобретение одноквартирного жилого дома в с. Аксуат, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80647703-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15551002-1 Приобретение одноквартирного жилого дома в с. Аксуат, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80648864-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15573766-1 Приобретение недвижимости для социально уязвимых слоев населения (СУСН) в Карабалыкском районе Костанайской области,Здание,1,20 750 000.00,Закупка жилища,Закупка состоялась
80649053-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15573973-1 Приобретение недвижимости для социально уязвимых слоев населения (СУСН) в Карабалыкском районе Костанайской области,Здание,1,20 900 000.00,Закупка жилища,Закупка состоялась
80649309-ОК1,242040.100,"Фитинги для труб стальные, не литые",15662036-1 Кабинет учебный начально военная и технологическая подготовка,Кабинет учебный,1,18 252 678.57,Открытый конкурс,Закупка состоялась
80649315-ОК2,242040.100,"Фитинги для труб стальные, не литые","15738993-1 Автомобиль специализированный подметально-уборочный для КГУ ""Управление развития общественных пространств города Алматы""",Автомобиль,4,463 528 572.00,Открытый конкурс,Закупка состоялась
80649547-ОК1,242040.100,"Фитинги для труб стальные, не литые","15661620-2 Автомобиль грузовой, дизельный, бортовой, грузоподъемность не более 3,5 т для КГУ ""Управление развития общественных пространств города Алматы""/",Автомобиль,2,124 540 000.00,Открытый конкурс,Закупка состоялась
80649765-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15561387-1 Государственная закупка для КМУ «Управление строительства, архитектуры и градостроительства Кызылординской области»",Услуги по осуществлению технического надзора в сфере строительной деятельности,1,123 772 083.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80649913-ОК2,242040.100,"Фитинги для труб стальные, не литые","15801632-1 Погрузчик самоходный, оснащенный подъемным оборудованием, без электропривода для КГУ ""Управление развития общественных пространств города Алматы""",Погрузчик,20,1 060 248 000.00,Открытый конкурс,Закупка состоялась
80649971-ОИ2,242040.100,"Фитинги для труб стальные, не литые",15567215-1 Приобретение автомобиля для проведения призыва и розыска призывников,Автомобиль,2,19 980 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80650562-ОИ2,242040.100,"Фитинги для труб стальные, не литые","15600764-1 Приобретение трансформатора с доставкой ТМГ- 2500 кВА, 35/10 кВ",Трансформатор силовой,1,27 589 285.70,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80650797-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15562771-1 Закупка согласно технической спецификации,Квартира,1,15 522 787.56,Закупка жилища,Закупка состоялась
80650903-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15562771-1 Закупка согласно технической спецификации,Квартира,1,15 005 361.31,Закупка жилища,Закупка состоялась
80650951-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые",15562771-1 Закупка согласно технической спецификации,Квартира,1,15 005 361.31,Закупка жилища,Закупка состоялась
80651389-ЗЦП1,242040.100,"Фитинги для труб стальные, не литые",15562280-1 Устройство крытого стадиона,Работы по ремонту/реконструкции металлоконструкций,1,30 988 490.00,Запрос ценовых предложений,Закупка состоялась
80651835-ОК1,242040.100,"Фитинги для труб стальные, не литые","15661235-2 Автомобиль грузовой, дизельный, бортовой, грузоподъемность не более 3,5 т для КГУ ""Управление развития общественных пространств города Алматы""",Автомобиль,3,166 350 000.00,Открытый конкурс,Закупка состоялась
80651909-ОК1,242040.100,"Фитинги для труб стальные, не литые","15614318-2 Автомобиль грузовой, бензиновый, фургон, грузоподъемность не более 5",Автомобиль,5,67 500 000.00,Открытый конкурс,Закупка состоялась
80651952-ОК1,242040.100,"Фитинги для труб стальные, не литые","15614917-1 Автомобиль легковой, класс В, автоматическая трансмиссия, объем до 2000 куб.см",Автомобиль,4,36 000 000.00,Открытый конкурс,Закупка состоялась
80652062-ОК1,242040.100,"Фитинги для труб стальные, не литые","15614706-1 Автопогрузчик ковшовый, грузоподъемность 2500-5000 кг",Автопогрузчик,3,58 500 000.00,Открытый конкурс,Закупка состоялась
80652103-ОТ1,242040.100,"Фитинги для труб стальные, не литые",15567722-1 Мамандандырылған техниканы жөндеу және техникалық қызмет көрсету,"Работы по ремонту/модернизации спецтехники (кроме автомобилей, оборудования)",1,17 997 000.00,Тендер,Закупка состоялась
80652159-ОК1,242040.100,"Фитинги для труб стальные, не литые","15614563-1 Автомобиль легковой, класс D, автоматическая трансмиссия, объем до 2500 куб.см",Автомобиль,1,19 500 000.00,Открытый конкурс,Закупка состоялась
80652174-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15561204-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652185-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15561136-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652193-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15561244-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652198-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15561073-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652207-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15561027-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652215-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15560995-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652228-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15560929-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652236-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15560874-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652243-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15560801-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652251-ЗЖ1,242040.100,"Фитинги для труб стальные, не литые","15560663-1 приобретение квартиры с площади не менее 60 кв.м и не более 90 кв.м в селе Улытау, Улытауского района",Квартира,1,25 203 300.00,Закупка жилища,Закупка состоялась
80652590-ОК1,242040.100,"Фитинги для труб стальные, не литые","15657156-1 Погрузчик-экскаватор для КГУ ""Управление развития общественных пространств города Алматы""",Погрузчик-экскаватор,3,121 950 000.00,Открытый конкурс,Закупка состоялась
80652679-КРБС1,242040.100,"Фитинги для труб стальные, не литые","15859991-1 Разработка ПСД на строительство учебно-производственных мастерских на территории ГККП «АТКС» УОМО, расположенного по адресу: Мангистауская область, город Актау, 27 микрорайон, здание №58",Работы по разработке/расчету/составлению проектно-сметной документации,1,31 899 059.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
