№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80728127-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые","15598446-1 Работа по замене и установки узлов, агрегатов, запасных частей двигателя 740.662-300 (Камаз - 43118)",Работы по ремонту/модернизации двигателей,1,15 340 223.22,Запрос ценовых предложений,Закупка состоялась
80728205-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581827-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (3 комнатная).,Квартира,1,26 880 000.00,Закупка жилища,Закупка состоялась
80728286-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580217-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728304-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580162-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728318-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728323-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580303-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728326-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580342-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728329-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728335-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580278-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728336-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728341-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580454-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728345-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728349-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580542-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728351-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728355-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580492-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728356-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728360-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580194-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728372-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580517-1 Приобретение одноквартирного жилого дома в с. Ойшилик, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728373-ОИ4,242040.500,"Фитинги для труб стальные, не литые","15807717-1 Услуги финансового лизинга по приобретению специализированной техники ""Урал-5557"" для КГУ ""Мартукское учреждение по охране лесов и животного мира""",Услуги по финансовому лизингу,1,117 303 200.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80728415-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580585-1 Приобретение одноквартирного жилого дома в с. Кумколь, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728425-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15580617-1 Приобретение одноквартирного жилого дома в с. Кумколь, район Аксуат, области Абай",Здание,1,20 400 000.00,Закупка жилища,Закупка состоялась
80728540-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728553-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728557-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728563-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728567-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728579-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15580745-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (1 комнатная).,Квартира,1,17 600 000.00,Закупка жилища,Закупка состоялась
80728661-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728667-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728672-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728678-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728686-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728729-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728735-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728740-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728744-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728750-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728757-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728761-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728765-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15581952-1 Приобретение квартиры для очередников местного исполнительного органа г. Уральска ЗКО. (2 комнатная).,Квартира,1,24 000 000.00,Закупка жилища,Закупка состоялась
80728909-ОИ2,242040.500,"Фитинги для труб стальные, не литые",15629134-1 Услуги по обеспечению устойчивой работы объектов теплоснабжения и тепловых сетей в отопительный сезон,Услуги по распределению горячей воды (тепловой энергии) на коммунально-бытовые нужды,1,19 629 375.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80729281-ОК1,242040.500,"Фитинги для труб стальные, не литые",15682455-1 Установка 5 автобусных остановок в г. Косшы Акмолинской области,Работы по ремонту/реконструкции металлоконструкций,1,16 873 683.04,Открытый конкурс,Закупка состоялась
80730471-ЗЦП3,242040.500,"Фитинги для труб стальные, не литые",15610045-1 Услуга по огнезащитной обработки деревянных конструкций,Услуги по обеспечению пожарной безопасности,1,17 646 956.25,Запрос ценовых предложений,Закупка состоялась
80730574-ОИ3,242040.500,"Фитинги для труб стальные, не литые",15612614-1 Приобретение легкового автомобиля,Автомобиль,1,15 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80730761-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15627975-1 Приобретение жилья в селе Әйет района Беимбета Майлина Костанайской области,Здание,1,21 190 000.00,Закупка жилища,Закупка состоялась
80730770-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15627641-1 Приобретение жилья в селе Әйет района Беимбета Майлина Костанайской области,Здание,1,21 190 000.00,Закупка жилища,Закупка состоялась
80730782-ОК1,242040.500,"Фитинги для труб стальные, не литые",15634322-2 Государственные закупки компьютеров,Компьютер,25,29 492 500.00,Открытый конкурс,Закупка состоялась
80731353-ОК2,242040.500,"Фитинги для труб стальные, не литые","15786796-1 Создание интеллектуального электронного портала, Объединенного в целях модернизации исторических, культурных, творческих и памятных ресурсов региона, составленного на современном масштабном, прозрачном и доступном уровне.",Работы по разработке/созданию сайтов,1,32 142 857.00,Открытый конкурс,Закупка состоялась
80731424-ОК1,242040.500,"Фитинги для труб стальные, не литые","15635949-1 Разработка проекта детальной планировки планировочного района «Новый город» (1, 2, 3, 5, 6 очередь) города Караганды",Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет,1,147 806 046.13,Открытый конкурс,Закупка состоялась
80731452-ОК1,242040.500,"Фитинги для труб стальные, не литые","15635949-1 Разработка проекта детальной планировки планировочного района «Новый город» (1, 2, 3, 5, 6 очередь) города Караганды",Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет,1,176 201 321.23,Открытый конкурс,Закупка состоялась
80731482-ОК1,242040.500,"Фитинги для труб стальные, не литые","15635949-1 Разработка проекта детальной планировки планировочного района «Новый город» (1, 2, 3, 5, 6 очередь) города Караганды",Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет,1,176 758 272.03,Открытый конкурс,Закупка состоялась
80731513-ОК1,242040.500,"Фитинги для труб стальные, не литые","15635949-1 Разработка проекта детальной планировки планировочного района «Новый город» (1, 2, 3, 5, 6 очередь) города Караганды",Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет,1,132 700 929.01,Открытый конкурс,Закупка состоялась
80731595-ОК1,242040.500,"Фитинги для труб стальные, не литые",15735910-1 Работы по текущему ремонту счетчиков АСКУЭ,Работы по текущему ремонту автоматизированных систем управления,1,34 012 307.43,Открытый конкурс,Закупка состоялась
80736034-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15582813-1 Приобретение квартир в с.Перевальное Глубоковского района ВКО,Здание,4,72 800 000.00,Закупка жилища,Закупка состоялась
80736047-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15582852-1 Приобретение квартир в с.Веселовка Глубоковского района ВКО,Здание,2,36 400 000.00,Закупка жилища,Закупка состоялась
80736072-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15817270-1 Приобретение квартир в п.Белоусовка Глубоковского района ВКО,Здание,1,22 100 000.00,Закупка жилища,Закупка состоялась
80736074-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15582876-1 Приобретение квартир в п.Белоусовка Глубоковского района ВКО,Здание,2,44 200 000.00,Закупка жилища,Закупка состоялась
80737087-ОК1,242040.500,"Фитинги для труб стальные, не литые",15591238-1 Перепаковка трубного пучка с изготовлением трубных досок ПСВ 315-3-23 ОБ №4 для ТОО «Шахтинсктеплоэнерго»,Работы по изготовлению трубного/котельного/емкостного оборудования,1,53 315 112.00,Открытый конкурс,Закупка состоялась
80737418-ОИ5,242040.500,"Фитинги для труб стальные, не литые","15828545-1 Услуги финансового лизинга по приобретению пожарной автоцестерны HOWO ZZ2187N402GE1 для КГУ ""Мартукское учреждение по охране лесов и животного мира""",Услуги по финансовому лизингу,1,71 285 768.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80739392-ОК3,242040.500,"Фитинги для труб стальные, не литые",15747504-1 Работы по зимнему содержанию автомобильных дорог района Марқакөл,Работы по содержанию автомобильных дорог,1,65 178 571.00,Открытый конкурс,Закупка состоялась
80739806-ОК1,242040.500,"Фитинги для труб стальные, не литые","15642704-1 Устройство дворовых площадок жилых домов по улице Абдрахман акына №38, ул.Абылай хана №33, ул.Кабылис Акына №73, №75 в г.Уштобе Каратальского района области Жетісу",Работы по ремонту/реконструкции металлоконструкций,1,101 094 584.82,Открытый конкурс,Закупка состоялась
80739877-ОК1,242040.500,"Фитинги для труб стальные, не литые","15694602-1 Содержание площадей, парков и скверов города Семей области Абай",Услуги по содержанию зданий/сооружений/помещений и прилегающих территорий,1,2 416 071 429.00,Открытый конкурс,Закупка состоялась
80740466-ОК1,242040.500,"Фитинги для труб стальные, не литые","15608695-1 Государственная закупка для КГУ ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог Казалинского района""",Работы по среднему ремонту улиц,1,58 136 497.00,Открытый конкурс,Закупка состоялась
80741668-ОК1,242040.500,"Фитинги для труб стальные, не литые",15585926-1 Укладка гравия в н/п Достык с/о Жанажол Мактааральского района Туркестанской области,Работы по сооружению улиц,1,68 296 276.00,Открытый конкурс,Закупка состоялась
80741682-ОТ1,242040.500,"Фитинги для труб стальные, не литые",15584923-1 Электронные закупки работ по среднему ремонту автомобильной дороги республиканского значения KAZ06 Гр. РФ (п/п Жайсан) – Мартук – Актобе ( с северным обходом ) – Карабутак – Кызылорда – Шымкент (с северным обходом) – Тараз (с обходом) – Кордай – Алматы – Хоргос – гр. КНР ( п/п Нур Жолы) км 2057-2095 способом тендера,Работы по среднему ремонту автомобильной дороги,1,4 776 216 621.00,Тендер,Закупка состоялась
80741810-ОК1,242040.500,"Фитинги для труб стальные, не литые","15585984-1 Средний ремонт ул.Молшылык (1160м), н/п Кокпарсай, ул. Културеев (325м), ул.Ызгылык (320м), н/п Жамбыл, ул. Жалын (1150м), н/п Жулдыз, ул. Жанамектеп (645м) н/п Кокарал, ул. Казак (1135м), н/п Ырысты, ул. Бихожаевай (150м) н/п Оркениет Мактааральского района Туркестанской области.",Работы по среднему ремонту автомобильной дороги,1,158 834 111.00,Открытый конкурс,Закупка состоялась
80741907-ТРБС1,242040.500,"Фитинги для труб стальные, не литые",15610114-1 Электронные закупки услуг по техническому надзору по по проекту «Средний ремонт автомобильной дороги республиканского значения KAZ06 Гр.РФ (п/п Жайсан) – Мартук – Актобе ( с северным обходом ) – Карабутак – Кызылорда – Шымкент (с северным обходом) – Тараз (с обходом) – Кордай – Алматы – Хоргос – гр. КНР ( п/п Нур Жолы) км 2057-2095.» способом тендера с использованием рейтингово-балльной системы,Услуги по осуществлению технического надзора в сфере строительной деятельности,1,85 821 188.00,Тендер с использованием рейтингово-балльной системы,Закупка состоялась
80742272-ОК1,242040.500,"Фитинги для труб стальные, не литые","15597831-2 Текущий ремонт здания КГУ ""Основная средняя школа № 122 отдела образования города Костаная"" Управления образования акимата Костанайской области - Фасад",Работы по текущему ремонту отдельных элементов нежилых зданий/сооружений/помещений,1,18 994 601.00,Открытый конкурс,Закупка состоялась
80743355-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15586269-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,29 200 000.00,Закупка жилища,Закупка состоялась
80743358-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15586269-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,29 200 000.00,Закупка жилища,Закупка состоялась
80743364-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15586269-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,29 200 000.00,Закупка жилища,Закупка состоялась
80743367-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15586269-1 Приобретение квартиры (жилой дом) в Илийском районе Алматинской области,Квартира,1,29 200 000.00,Закупка жилища,Закупка состоялась
80743917-ОК1,242040.500,"Фитинги для труб стальные, не литые","15596970-1 Услуги охраны здания школы КГУ ""ОШ №28"" и прилегающей территории (согласно технической спецификации, 2 пост)",Услуги охраны,1,26 409 642.85,Открытый конкурс,Закупка состоялась
80744086-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые",15588414-1 Приобретение водонапорной башни,Башня,1,19 642 857.14,Запрос ценовых предложений,Закупка состоялась
80745677-ЗЖ2,242040.500,"Фитинги для труб стальные, не литые",15724594-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745680-ЗЖ2,242040.500,"Фитинги для труб стальные, не литые",15724594-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745687-ЗЖ2,242040.500,"Фитинги для труб стальные, не литые",15724594-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745692-ЗЖ2,242040.500,"Фитинги для труб стальные, не литые",15724594-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745708-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15645264-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745767-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15807725-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745774-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15807725-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745781-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15807725-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745786-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15807725-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80745789-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15807725-1 Приобретение дома (квартиры) для социально -уязвимым слоям населения в Сарканском районе области Жетісу.,Здание,1,21 676 000.00,Закупка жилища,Закупка состоялась
80746427-ОК2,242040.500,"Фитинги для труб стальные, не литые",15721325-1 Приобретение автомобиля для областных филиалов,Автомобиль,6,48 964 285.74,Открытый конкурс,Закупка состоялась
80746596-ОК2,242040.500,"Фитинги для труб стальные, не литые",15721325-1 Приобретение автомобиля для областных филиалов,Автомобиль,3,24 482 142.87,Открытый конкурс,Закупка состоялась
80746769-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые",15638096-1 Работы по текущему ремонту кабинетов,Работы по текущему ремонту нежилых зданий/сооружений/помещений,1,16 187 880.36,Запрос ценовых предложений,Закупка состоялась
80746914-ОК2,242040.500,"Фитинги для труб стальные, не литые",15721325-1 Приобретение автомобиля для областных филиалов,Автомобиль,8,65 285 714.32,Открытый конкурс,Закупка состоялась
80747340-ОК2,242040.500,"Фитинги для труб стальные, не литые",15721325-1 Приобретение автомобиля для областных филиалов,Автомобиль,4,32 642 857.16,Открытый конкурс,Закупка состоялась
80749721-ОК2,242040.500,"Фитинги для труб стальные, не литые",15727981-1 Приобретение технической соли (повторная закупка),Соль техническая,2500,31 250 000.00,Открытый конкурс,Закупка состоялась
80750070-ОК2,242040.500,"Фитинги для труб стальные, не литые",15728071-1 Приобретение технической соли (повторная закупка),Соль техническая,3500,43 750 000.00,Открытый конкурс,Закупка состоялась
80750091-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые",15593987-1 Смесь натурального песка и гравия,Смесь,6500,20 312 500.00,Запрос ценовых предложений,Закупка состоялась
80750167-ОК1,242040.500,"Фитинги для труб стальные, не литые",15767687-1 Услуги по страхованию автотранспортных средств,Услуги по страхованию автомобильного транспорта,1,92 169 081.00,Открытый конкурс,Закупка состоялась
80750583-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые",15603343-1 Работы по изготовлению и монтажу мобильного офиса для восточного региона,Работы по ремонту/реконструкции металлоконструкций,1,24 500 000.00,Запрос ценовых предложений,Закупка состоялась
80750836-ЗЦП1,242040.500,"Фитинги для труб стальные, не литые",15600679-1 Услуги по аренде парковочных мест в автомобильном паркинге,Услуги по аренде парковочных мест в автомобильном паркинге,1,19 200 000.00,Запрос ценовых предложений,Закупка состоялась
80750846-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15591558-1 Приобретение жилого дома в п. Новая Бухтарма, район Алтай, ВКО",Здание,1,39 200 000.00,Закупка жилища,Закупка состоялась
80750913-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15591404-1 Приобретение жилого дома в п. Новая Бухтарма, район Алтай, ВКО",Здание,1,39 200 000.00,Закупка жилища,Закупка состоялась
80751001-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые","15591471-1 Приобретение жилого дома в п. Новая Бухтарма, район Алтай, ВКО",Здание,1,39 200 000.00,Закупка жилища,Закупка состоялась
80751030-ОИ2,242040.500,"Фитинги для труб стальные, не литые","15664324-1 Атырау РТС нысанындағы екі дана 250/6/0,4 кВ КТП-ні 250/6/0,4 кВ КТПН-ға іске қосу-реттеу жұмыстарымен ауыстыру",Подстанция трансформаторная комплектная,2,15 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80751211-ОК1,242040.500,"Фитинги для труб стальные, не литые","15603803-1 «Комплекс медицинский» - Аппаратно- программный для организации и проведения предсменных, предрейсовых и послесменных, послерейсовых медицинских осмотров для ТОО ""Алматыэлектротранс""",Комплекс медицинский,24,216 000 000.00,Открытый конкурс,Закупка состоялась
80751629-ОК1,242040.500,"Фитинги для труб стальные, не литые",15618838-2 Ремонт общежития КАП-2,Работы по текущему ремонту нежилых зданий/сооружений/помещений,1,40 293 987.00,Открытый конкурс,Закупка состоялась
80751636-ЗЦП2,242040.500,"Фитинги для труб стальные, не литые",15605026-1 Услуги по обеспечению питанием,Услуги по обеспечению питанием работников,1,17 244 529.00,Запрос ценовых предложений,Закупка состоялась
80753145-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15591756-1 Приобретение квартир/домов в Талгарском районе Алматинской области,Здание,1,29 900 000.00,Закупка жилища,Закупка состоялась
80753233-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15591756-1 Приобретение квартир/домов в Талгарском районе Алматинской области,Здание,1,29 900 000.00,Закупка жилища,Закупка состоялась
80753341-ЗЖ1,242040.500,"Фитинги для труб стальные, не литые",15591756-1 Приобретение квартир/домов в Талгарском районе Алматинской области,Здание,1,29 900 000.00,Закупка жилища,Закупка состоялась
80753461-ОК1,242040.500,"Фитинги для труб стальные, не литые","15733095-1 Комплект оборудования для мини-телестудии, предназначенный для записи и вещания контента",Консоль микшерная,1,38 215 346.00,Открытый конкурс,Закупка состоялась
80753660-ОК1,242040.500,"Фитинги для труб стальные, не литые","15622413-1 Государственная закупка для КГУ ""Кызылординский городской отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог"" акимата города Кызылорда",Работы по сооружению пешеходной дороги,1,18 952 369.00,Открытый конкурс,Закупка состоялась
80753744-ОТ1,242040.500,"Фитинги для труб стальные, не литые",15592731-1 Услуги по аренде зимней техники (Комбинированная дорожная машина КДМ),Услуги по аренде специальной техники с водителем,1,64 285 712.14,Тендер,Закупка состоялась
80753791-ОТ1,242040.500,"Фитинги для труб стальные, не литые",15592731-1 Услуги по аренде зимней техники (Комбинированная дорожная машина КДМ),Услуги по аренде специальной техники с водителем,1,64 285 712.15,Тендер,Закупка состоялась
80753989-ОИнеГЗ4,242040.500,"Фитинги для труб стальные, не литые",15835381-1 Услуга по аренде спец техники (КДМ),Услуги по аренде специальной техники с водителем,1,42 857 142.86,Из одного источника по несостоявшимся закупкам не ГЗ,Закупка состоялась
