№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
80408346-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15452923-1 Приобретение здания в п.Шубаркудык Темирского района Актюбинской области,Здание,1,107 142 857.00,Открытый конкурс,Закупка состоялась
80408707-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15579720-1 Приобретение кабинет информатики для КГУ ""Специализированный IT лицей"" Отдела образования по городу Актау Управления образования Мангистауской области",Кабинет учебный,4,57 794 208.00,Открытый конкурс,Закупка состоялась
80409465-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15451204-1 Приобретение дизельного топлива и бензина АИ-92,Бензин для двигателей с искровым зажиганием,100000,20 982 000.00,Открытый конкурс,Закупка состоялась
80409694-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15435545-1 Работы по модернизации локально-вычислительной сети и централизованного управления настройками доступа к сети интернет,Работы по ремонту/модернизации телекоммуникационного оборудования,1,15 000 000.00,Открытый конкурс,Закупка состоялась
80409784-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15435356-1 Работы по благоустройству города,Работы по установке (монтажу) дверей/ворот/турникетных систем/ограждений,1,15 751 000.00,Запрос ценовых предложений,Закупка состоялась
80409833-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550146-1 Государственная закупка для АО ""Аэропорт ""Коркыт Ата""",Автомобиль,1,129 464 285.71,Открытый конкурс,Закупка состоялась
80409891-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15436741-1 Устройство тротуар по улице К.Бакирова в поселке Жанакорган Жанакорганского района Кызылординской области,Работы по сооружению пешеходной дороги,1,16 500 000.00,Запрос ценовых предложений,Закупка состоялась
80410054-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15463967-1 Қар полигонын ұстау ""Қала"" секторы",Работы по содержанию автомобильных дорог,1,62 120 535.71,Открытый конкурс,Закупка состоялась
80410184-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15464003-1 Содержание снежного полигона сектор ""Юго-Восток""",Работы по содержанию автомобильных дорог,1,62 120 535.71,Открытый конкурс,Закупка состоялась
80410417-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15752254-1 составление сметного расчёта и дефектовки улиц для проведения среднего ремонта дорог в городе Семей области Абай,Работы по разработке/корректировке нормативной/технической документации/технологических схем/паспортов/локальных смет,1,24 621 965.00,Запрос ценовых предложений,Закупка состоялась
80410655-КРБС1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15477046-1 Услуги по осуществлению технического надзора «Капитальный ремонт поликлиники №9 по адресу: г. Астана, район Есиль, пр. Мангилик Ел, 16/1»",Услуги по осуществлению технического надзора в сфере строительной деятельности,1,33 464 958.00,Конкурс с использованием рейтингово-балльной системы,Закупка состоялась
80410800-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15460841-1 Текущий ремонт по адресу город Караганда, улица Ержанова 47/3",Работы по текущему ремонту нежилых зданий/сооружений/помещений,1,89 285 714.29,Открытый конкурс,Закупка состоялась
80410845-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15654055-1 Услуги по повышению квалификации специалистов в области здравоохранения (повторная закупка),Услуги по обучению персонала/сотрудников,1,16 071 428.57,Открытый конкурс,Закупка состоялась
80411063-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15654055-1 Услуги по повышению квалификации специалистов в области здравоохранения (повторная закупка),Услуги по обучению персонала/сотрудников,1,16 071 428.57,Открытый конкурс,Закупка состоялась
80411385-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15468612-1 Услуги по обеспечению инвалидов протезно-ортопедической помощью и средствами и обучение пользованию ими,Услуги медицинские по протезированию,1,67 363 190.00,Открытый конкурс,Закупка состоялась
80411402-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15468618-1 Услуги по техническому обслуживанию, приобретению, замене и настройке речевых процессоров лицам с инвалидностью с кохлеарными имплантами",Услуги по слухопротезной помощи,1,20 250 000.00,Открытый конкурс,Закупка состоялась
80411455-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15654055-1 Услуги по повышению квалификации специалистов в области здравоохранения (повторная закупка),Услуги по обучению персонала/сотрудников,1,16 071 428.57,Открытый конкурс,Закупка состоялась
80411462-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15450878-1 Приобретение компримированного природного газа,Метан,206000,27 589 580.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80411500-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15441539-1 Государственные закупки услуг по оценке неиспользуемого имущества на 2025 год способом конкурса/,Услуги по оценке имущества,1,18 004 064.18,Открытый конкурс,Закупка состоялась
80411741-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15444969-2 Приобретение специализированной техники,Автомобиль,1,44 821 428.57,Открытый конкурс,Закупка состоялась
80411962-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15466713-1 Монтаж и поставка системы видеорегистратора для машин скорой помощи,Работы по устройству (монтажу) охранной сигнализации/системы видеонаблюдения,1,162 419 300.00,Открытый конкурс,Закупка состоялась
80412227-ОТ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15441391-1 Электронные закупки работ по среднему ремонту автомобильной дороги республиканского значения KAZ06 «Гр. РФ (п/п Жайсан) – Мартук – Актобе (с северным обходом) – Карабутак – Кызылорда – Шымкент (с северным обходом) – Тараз (с обходом) – Кордай – Алматы – Хоргос – гр. КНР (п/п Нур Жолы)» км 328 (ремонт объездной дороги п/п «Нур Жолы») (2 очередь),Работы по среднему ремонту автомобильной дороги,1,182 875 601.00,Тендер,Закупка состоялась
80413043-ОИ3,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15676112-1 Услуги по финансовому лизингу для приобретения автотранспорта,Услуги по финансовому лизингу,1,376 596 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80413060-ЗЖ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15537803-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413064-ЗЖ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15537803-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413066-ЗЖ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15537803-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413067-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15537803-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413068-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15537803-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413069-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570926-1 Жетісу облысы Көксу ауданы, Балпық би, Балпық а / о ауылдарында халықтың әлеуметтік осал топтары үшін тұрғын үй сатып алу",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413070-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570926-1 Жетісу облысы Көксу ауданы, Балпық би, Балпық а / о ауылдарында халықтың әлеуметтік осал топтары үшін тұрғын үй сатып алу",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413072-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570926-1 Жетісу облысы Көксу ауданы, Балпық би, Балпық а / о ауылдарында халықтың әлеуметтік осал топтары үшін тұрғын үй сатып алу",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413074-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570926-1 Жетісу облысы Көксу ауданы, Балпық би, Балпық а / о ауылдарында халықтың әлеуметтік осал топтары үшін тұрғын үй сатып алу",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413076-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15570926-1 Жетісу облысы Көксу ауданы, Балпық би, Балпық а / о ауылдарында халықтың әлеуметтік осал топтары үшін тұрғын үй сатып алу",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413077-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413078-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413081-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413082-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413084-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413085-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413086-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413087-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413089-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413090-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413092-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413093-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413094-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413096-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413098-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413100-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413102-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413104-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413105-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413108-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413109-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413110-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413111-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413112-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413113-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413114-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413120-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413122-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413123-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15781103-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Балпык би, Балпыкский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413126-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413130-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413131-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413132-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413134-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413136-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413137-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413138-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449927-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413141-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413143-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413144-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413146-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413151-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413152-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413153-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15550045-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе З.Тамшыбай с/о Енбекшинский",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413160-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449658-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Муканчы, Жарлыозекский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413162-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449658-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Муканчы, Жарлыозекский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413163-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449658-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Муканчы, Жарлыозекский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413164-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449658-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Муканчы, Жарлыозекский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413165-ЗЖ1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15449658-1 Приобретение жилья для социально уязвимых слоев населения в селах Коксуского района Жетысуской области, в селе Муканчы, Жарлыозекский с/о",Здание,1,21 675 997.00,Закупка жилища,Закупка состоялась
80413176-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413177-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413180-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413183-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413184-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413187-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15614550-1 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413188-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15539656-3 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413190-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15539656-3 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
80413191-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15539656-3 Приобретение жилых домов для граждан из социально уязвимых слоев населения в с. Муканчи Муканчинского сельского округа Коксуского района области Жетісу,Здание,1,21 675 997.00,Открытый конкурс,Закупка состоялась
