№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
37957540-ОЛ-ОИ4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15512765-1 Закуп товаров для КГУ ""Туркестанская областная специализированная школа-интернат-колледж олимпийского резерва имени Бекзата Саттарханова"" управления физической культуры и спорта Туркестанской области","Закуп товаров для КГУ ""Туркестанская областная специализированная школа-интернат-колледж олимпийского резерва имени Бекзата Саттарханова"" управления физической культуры и спорта Туркестанской области",4,18 054 368.75,Из одного источника по несостоявшимся закупкам,Закупка состоялась
37995535-ОЛ-ОК2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15469252-1 Дооснащение креативного хаба дополнительным оборудованием,Дооснащение креативного хаба дополнительным оборудованием,12,19 670 356.92,Открытый конкурс,Закупка состоялась
38125813-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15424406-1 Приобретение запасных частей,Запасные части,22,30 698 159.94,Запрос ценовых предложений,Закупка состоялась
38160544-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15457142-1 Покупка реабилитационных аппаратов,Покупка реабилитационных аппаратов,5,26 950 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38189518-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15452820-1 Товары для дооснащения креативного центра г.Алматы,Товары для дооснащения креативного центра г.Алматы,15,20 546 427.70,Открытый конкурс,Закупка состоялась
38196275-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15455730-1 Продукты для пациентов с заболеванием Целиакия (дети),Продукты питания для пациентов с заболеванием Целиакия (дети)/,43,34 609 028.80,Запрос ценовых предложений,Закупка состоялась
38241541-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15477076-1 Государственные закупки строительных материалов (Дрон центр/ДПО),Государственные закупки строительных материалов (Дронцентр/ДПО),11,28 094 775.00,Запрос ценовых предложений,Закупка состоялась
38250730-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15481329-1 Противооблединительная жидкость Тип-4 и Противооблединительная жидкость Тип-1 для АО,"Противооблединительная жидкость Тип-4 и Противооблединительная жидкость Тип-1 для АО ""МАТ""",2,27 321 550.00,Открытый конкурс,Закупка состоялась
38252922-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15482398-1 Реагенты, реактивы, расходные материалы","Реагенты, реактивы, расходные материалы",4,25 505 488.70,Открытый конкурс,Закупка состоялась
38268730-ОЛ-ЗЦП4,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15552783-1 согласно тех спец,согласно тех специфике,55,16 809 735.52,Запрос ценовых предложений,Закупка состоялась
38269804-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15490290-1 Приобретение запасных частей на спецтехнику.,Приобретение запасных частей на спецтехнику.,18,16 109 600.00,Запрос ценовых предложений,Закупка состоялась
38270239-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15490501-1 Приобретение запасных частей на спецтехнику.,Приобретение запасных частей на спецтехнику.,27,18 818 000.00,Запрос ценовых предложений,Закупка состоялась
38283280-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15496785-1 Услуги по приобретению, замене и настройке речевых процессоров совместимых с кохлеарным имплантам","Услуги по приобретению, замене и настройке речевых процессоров совместимых с кохлеарным имплантам",2,27 000 000.00,Открытый конкурс,Закупка состоялась
38287732-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15498799-1 Строительные материалы для ремонта кровли/,Строительные материалы для ремонта кровли,7,31 867 840.00,Запрос ценовых предложений,Закупка состоялась
38330394-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15519348-1 Закуп запчастей для КАП-6,Закуп запасных частей для КАП-6,9,17 260 000.00,Запрос ценовых предложений,Закупка состоялась
38332929-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15520632-1 Базовый ремонтный комплект (КНС 93,152,41,3)","Базовый ремонтный комплект (КНС 93,152,41,3)",4,15 646 169.62,Открытый конкурс,Закупка состоялась
38353359-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15529805-1 Государственные закупки товаров,электротовары,2,41 170 774.00,Запрос ценовых предложений,Закупка состоялась
38358355-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15549182-1 Приобретение автомобильных шин,Шины,8,24 329 500.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38362613-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15533893-1 Государственные закупки для ГУ «Отдел образования Сарыагашского района» управления образования Туркестанской области способом открытого конкурса,Государственные закупки для ГУ «Отдел образования Сарыагашского района» управления образования Туркестанской области способом открытого конкурса/,3,21 719 950.00,Открытый конкурс,Закупка состоялась
38376266-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15540446-1 государственные закупки товаров,государственные закупки товаров,7,28 179 500.00,Запрос ценовых предложений,Закупка состоялась
38376344-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15540476-1 государственные закупки товаров,государственные закупки товаров,3,31 200 000.00,Запрос ценовых предложений,Закупка состоялась
38378397-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15541410-1 Приобретение видеостены для дворца студентов,Приобретение видеостены для дворца студентов,4,23 777 010.00,Запрос ценовых предложений,Закупка состоялась
38399094-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15550564-1 Приобретение автошин на служебный автотранспорт,Приобретение автошин на служебный автотранспорт,34,26 369 647.60,Запрос ценовых предложений,Закупка состоялась
38410214-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15555872-1 Приобретение запасных частей для автомобиля Газ-a31r23-60,запасные части для автомобиля Газ-a31r23-60,42,29 478 342.50,Запрос ценовых предложений,Закупка состоялась
38410568-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15556005-1 Услуги по техническому обслуживанию/содержанию магистральных/местных трубопроводов и аналогичных сетей/систем,Услуги по техническому обслуживанию/содержанию магистральных/местных трубопроводов и аналогичных сетей/систем,15,49 517 737.00,Открытый конкурс,Закупка состоялась
38410593-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15556025-1 Приобретение запасных частей для автомобиля Газ-a31r23-60,запасные части для автомобиля Газ-a31r23-60,69,30 497 300.00,Запрос ценовых предложений,Закупка состоялась
38428384-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15563960-1 государственные закупки товаров,государственные закупки товаров,2,30 969 400.00,Запрос ценовых предложений,Закупка состоялась
38428409-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15563965-1 государственные закупки товаров,государственные закупки товаров,2,31 280 000.00,Запрос ценовых предложений,Закупка состоялась
38428419-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15563966-1 государственные закупки товаров,государственные закупки товаров,8,31 090 000.00,Запрос ценовых предложений,Закупка состоялась
38428422-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15563969-1 государственные закупки товаров,государственные закупки товаров,5,21 830 000.00,Запрос ценовых предложений,Закупка состоялась
38442909-ОЛ-КППТСОПО1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15570132-1 Продукты питания для обучающихся,Продукты питания для обучающихся,2,18 870 000.00,"Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся",Закупка состоялась
38443881-ОЛ-КППТСОПО1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15570701-1 Продукты питания для обучающихся,Продукты питания для обучающихся,3,30 009 000.00,"Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся",Закупка состоялась
38446296-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15571822-1 Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),100,34 929 000.00,Открытый конкурс,Закупка состоялась
38449809-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15573384-1 Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),94,35 948 000.00,Открытый конкурс,Закупка состоялась
38454855-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15575661-1 Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),89,25 041 000.00,Открытый конкурс,Закупка состоялась
38475761-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15599754-1 Согласно тех спецификаций, запчасти для Хундай",Автозапчасти,6,30 050 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38476224-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15600022-1 Согласно тех спецификаций, автозапчасти для Хундай",Автозапчасти,22,18 649 500.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38476678-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15585491-1 Покупка медицинские товары,Медицинские товары,9,29 800 000.00,Запрос ценовых предложений,Закупка состоялась
38481038-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15587514-1 мебель для организаций,мебель для организаций,13,17 558 928.85,Запрос ценовых предложений,Закупка состоялась
38492739-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15592704-1 Приобретение канализационных насосов,"Канализационные насосы мощностью 4,2 кВт; Канализационные насосы мощностью 3,1 кВт.",2,26 139 010.72,Запрос ценовых предложений,Закупка состоялась
38515143-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15603200-1 Рабочее колесо для насосов Flygt (КНС 93,26,54,168,113,134,27,29,39,90,11,50,214,Мастер 2,105)","Рабочее колесо для насосов Flygt (КНС 93,26,54,168,113,134,27,29,39,90,11,50,214, Мастер 2,105)",8,15 389 693.68,Открытый конкурс,Закупка состоялась
38519135-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15620219-1 Закуп медицинских изделий,Закуп медицинских изделий,4,17 006 100.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38524157-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15622374-1 Изделия медицинского назначения,Изделия медицинского назначения,6,15 035 900.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38537160-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15628528-1 Изделия медицинского назначения,Изделия медицинского назначения,9,28 470 700.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38541060-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15615187-2 Закуп медицинских изделий,Закуп медицинских изделий,3,21 328 025.00,Открытый конкурс,Закупка состоялась
38551906-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15620170-1 канцелярские товары для организации,товары для организаций,6,15 075 000.00,Запрос ценовых предложений,Закупка состоялась
38553301-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15620688-2 Жилой вагончик с санузлом из 20 и 40 футового контейнера,Жилой вагончик с санузлом из 20 и 40 футового контейнера,2,33 928 571.43,Открытый конкурс,Закупка состоялась
38564807-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15626232-1 Приобретение аппаратуры, деталей и оптических приборов для дронов","Приобретение аппаратуры, деталей и оптических приборов для 10 дюймового дронов",10,22 366 070.50,Запрос ценовых предложений,Закупка состоялась
38565145-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15626398-1 Приобретение аппаратуры, деталей и оптических приборов для дронов","Приобретение аппаратуры, деталей и оптических приборов для 13 дюймового дронов",10,22 401 784.50,Запрос ценовых предложений,Закупка состоялась
38565395-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15626488-1 Приобретение аппаратуры, деталей и оптических приборов для дронов","Приобретение аппаратуры, деталей и оптических приборов для 13 дюймового дрона с оптоволокном",12,27 313 391.48,Запрос ценовых предложений,Закупка состоялась
38572418-ОЛ-ЗЦП5,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15749180-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,44,28 157 300.00,Запрос ценовых предложений,Закупка состоялась
38572711-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629862-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,14,30 110 500.00,Запрос ценовых предложений,Закупка состоялась
38572733-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629871-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,8,29 365 000.00,Запрос ценовых предложений,Закупка состоялась
38572773-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629881-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,5,29 244 000.00,Запрос ценовых предложений,Закупка состоялась
38572774-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629882-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,4,29 896 000.00,Запрос ценовых предложений,Закупка состоялась
38572778-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629886-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,3,30 750 000.00,Запрос ценовых предложений,Закупка состоялась
38572833-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629898-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN/,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,2,21 580 000.00,Запрос ценовых предложений,Закупка состоялась
38572844-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15629905-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,3,29 693 000.00,Запрос ценовых предложений,Закупка состоялась
38579382-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15633024-1 Стиральные машины согласно технической спецификаций,Стиральные машины согласно технической спецификаций,3,28 724 476.00,Открытый конкурс,Закупка состоялась
38584231-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15651328-1 Набор реагентов для АО НИИ Кардиологии,Набор реагентов,2,15 972 500.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38587550-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15636978-1 Государственные закупки товаров для потребностей центра,Государственные закупки товаров для потребностей центра,2,23 600 000.00,Открытый конкурс,Закупка состоялась
38592541-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15639245-1 Сухая молочная смесь. 300-граммовом упаковке, Смесь предназначена для детей от 0 до 6 месяцев и от 6 до 12 месяцев. Должен соответствовать спецификации.","Сухая молочная смесь. 300-граммовом упаковке, Смесь предназначена для детей от 0 до 6 месяцев и от 6 до 12 месяцев. Должен соответствовать спецификации.",2,17 100 000.00,Запрос ценовых предложений,Закупка состоялась
38592952-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15639432-1 Приобретение Запасных частей на Медицинское оборудование,Приобретение Запасных частей на Медицинское оборудование,11,21 249 166.00,Открытый конкурс,Закупка состоялась
38595900-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15640784-1 Противооблединительная жидкость Тип-4 и Противооблединительная жидкость Тип-1 для АО ""МАТ""","Противооблединительная жидкость Тип-4 и Противооблединительная жидкость Тип-1 для АО ""МАТ""",2,27 321 550.00,Открытый конкурс,Закупка состоялась
38598949-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15642459-1 Приобретение продуктов питания,Приобретение продуктов питания,13,17 305 531.33,Запрос ценовых предложений,Закупка состоялась
38604689-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15645043-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,5,65 365 000.00,Открытый конкурс,Закупка состоялась
38604909-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15645243-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,4,63 049 000.00,Открытый конкурс,Закупка состоялась
38605300-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15645428-1 Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,Закуп запасных частей для проведения восстановительных работ автобусов марки Golden Dragon XML6125CN,4,77 350 000.00,Открытый конкурс,Закупка состоялась
38618049-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15651614-1 Государственные закупки по горелок,Государственные закупки по горелок,6,40 747 572.30,Запрос ценовых предложений,Закупка состоялась
38640703-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15662573-1 Закуп техники (оборудование для проведения качественного эфира пресс - конференции, брифингов)","Закуп техники (оборудование для проведения качественного эфира пресс - конференции, брифингов)/",16,19 261 723.17,Запрос ценовых предложений,Закупка состоялась
38643412-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15663913-2 Насосы (ДВИ - 13643),Насосы (ДВИ - 13643),5,61 713 433.00,Открытый конкурс,Закупка состоялась
38652947-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15668335-1 Закуп запасных частей для троллейбусов Ютонг,Закуп запасных частей для троллейбусов Ютонг,9,68 230 400.00,Открытый конкурс,Закупка состоялась
38653069-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15668415-1 Закуп запасных частей для троллейбусов Ютонг,Закуп запасных частей для троллейбусов Ютонг,16,41 044 000.00,Открытый конкурс,Закупка состоялась
38657944-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15760816-1 Закуп запасных частей для троллейбусов Ютонг,Закуп запасных частей для троллейбусов Ютонг,36,16 052 250.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38662049-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15726445-1 Государственные закупки согласно технической спецификации,Государственные закупки согласно технической спецификации,6,20 824 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38717038-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15699756-1 Приобретение электро товаров,Приобретение электро товаров,30,16 220 460.07,Запрос ценовых предложений,Закупка состоялась
38719604-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15700958-1 Приобретение спортивного инвентаря (согласно технической спецификации),Приобретение спортивного инвентаря (согласно технической спецификации),10,39 049 106.72,Запрос ценовых предложений,Закупка состоялась
38773523-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15726086-2 Кабинеты робототехники и музыки с материально-техническим оснащением,Кабинеты учебные,2,26 500 000.00,Открытый конкурс,Закупка состоялась
38807140-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15742052-1 Закуп ТМЦ на школьные автобусы Golden Dragon XML6101J15,Закуп ТМЦ на школьные автобусы Golden Dragon XML6101J15,17,18 660 500.00,Запрос ценовых предложений,Закупка состоялась
38832792-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15754798-1 Приобретение горюче-смазочных материалов по лотам,Приобретение горюче-смазочных материалов по лотам,3,72 275 590.00,Открытый конкурс,Закупка состоялась
38845950-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15761045-1 Государственные закупки (товары для потребностей центра),Государственные закупки (товары для потребностей центра),3,49 600 000.00,Открытый конкурс,Закупка состоялась
38862363-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15769001-1 Задвижка Д-150 и Д-200 эл/привод (ДВО-13540),Задвижка Д-150 и Д-200 эл/привод (ДВО-13540),2,56 276 793.00,Открытый конкурс,Закупка состоялась
38866048-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15771239-1 Приобретение товаров согласно технической спецификации/ Асбест труба,Приобретение товаров согласно технической спецификации/ Асбест труба,2,15 244 000.00,Запрос ценовых предложений,Закупка состоялась
38871579-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15773938-1 Запасные части для автомобилей,Запасные части для автомобилей,2,24 000 000.00,Запрос ценовых предложений,Закупка состоялась
38891069-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15795703-1 Смесь песчано-гравийная природная ГОСТ 23735-2014 (Реконструкция Жанибекского магистрального канала Западно-Казахстанской области РК по локальной смете №2-03-02-02 Ремонт мостового сооружения с сороудерживающей решеткой ПК 137+86),Смесь песчано-гравийная природная,4,20 277 469.26,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38891421-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15783838-1 Труба стальная электросварная прямошовная диаметром ГОСТ 10705-80 (Реконструкция Жанибекского магистрального канала Западно-Казахстанской области РК по локальной смете №2-04-03-06 Напорный трубопровод, оголовок напорного бассейна и опора под гребень сифона, конструкция, армирование, колодец расходомера)",Труба стальная электросварная прямошовная диаметром ГОСТ 10705-80,8,93 906 995.11,Запрос ценовых предложений,Закупка состоялась
38918002-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062","15809500-1 Прямоугольная ж/б труба (Реконструкция Жанибекского магистрального канала Западно-Казахстанской области РК по объектной смете №2-01 Магистральный канал ПК 0+00 по ПК 762+67,45 с гидротехническими сооружениями)",Прямоугольная ж/б труба серии 3.820-14,2,46 414 337.68,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38923045-ОЛ-ОИ2,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15811654-1 Закуп запасных частей для медицинского оборудования ангиографическая система Allura,Закуп запасных частей для медицинского оборудования ангиографическая система Allura,7,20 898 864.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
38931333-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15804302-1 Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),48,17 414 266.00,Открытый конкурс,Закупка состоялась
38934941-ОЛ-ОК1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15806185-1 Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),Закуп стекол с обязательной установкой по Заявке Заказчика (Внимательно ознакомьтесь с технической спецификацией),77,38 561 586.00,Открытый конкурс,Закупка состоялась
38935754-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15806575-1 Строительные материалы по заявке Заказчика,Строительные материалы,6,15 653 000.00,Запрос ценовых предложений,Закупка состоялась
38955598-ОЛ-ЗЦП1,12.3.6,"Блок фундаментный из тяжелого бетона, марка ФБС -Т 236112.000.000062",15816936-1 Государственные закупки согласно технической спецификации,Государственные закупки согласно технической спецификации,11,29 131 000.00,Запрос ценовых предложений,Закупка состоялась
